# CONFIG: NODES=50000 | MAP=20000 | MAX_RANGE=500 (Euclidean)
# ID Costo X Y
34945 569 16195 11691
34946 995 12230 16607
34947 319 19868 8019
34948 165 8527 7821
34949 797 16889 1431
34950 272 3262 19524
34951 384 458 9253
34952 474 2414 14391
34953 726 19394 755
34954 86 3557 16033
34955 847 11373 9278
34956 278 16465 19176
34957 65 18559 10474
34958 710 12222 8185
34959 955 12621 4136
34960 696 7825 14129
34961 845 452 14475
34962 176 13658 18205
34963 465 14178 7469
34964 400 9291 614
34965 593 16456 10657
34966 433 14319 8204
34967 841 11958 4520
34968 896 2192 10765
34969 305 15856 4799
34970 400 17621 10859
34971 993 12890 10658
34972 298 9206 13834
34973 939 7039 19578
34974 609 16708 18499
34975 232 15371 19632
34976 957 133 14460
34977 297 151 22
34978 437 13017 13418
34979 707 1943 11853
34980 726 5368 4370
34981 861 13452 3336
34982 506 4477 9836
34983 911 3648 6405
34984 174 710 10826
34985 284 124 12939
34986 75 851 18461
34987 766 2598 14765
34988 452 454 13053
34989 335 18435 7492
34990 633 9725 16711
34991 895 3497 758
34992 879 5292 2860
34993 760 4008 8689
34994 98 933 19325
34995 822 10298 10256
34996 420 17501 3386
34997 545 16040 6359
34998 625 7077 7601
34999 11 19183 14932
35000 209 9574 16955
35001 880 10467 13359
35002 496 7772 6040
35003 229 15418 1546
35004 827 13293 2284
35005 163 19160 7226
35006 835 16526 16571
35007 912 16153 11191
35008 489 4489 10386
35009 845 13996 17837
35010 963 15445 11393
35011 282 5925 13296
35012 957 8184 14339
35013 953 19525 16282
35014 761 19403 16112
35015 354 11040 4505
35016 112 9961 4277
35017 792 15086 2960
35018 435 19780 3900
35019 738 17228 8740
35020 592 19834 10909
35021 885 18244 5604
35022 952 12386 7139
35023 310 10167 19164
35024 343 10259 1388
35025 383 6918 15231
35026 632 8866 18444
35027 629 1799 9028
35028 790 11023 3908
35029 125 2165 8363
35030 16 339 2576
35031 957 18100 17505
35032 394 15206 5494
35033 369 18712 567
35034 109 10074 14733
35035 207 6566 16170
35036 900 19395 4152
35037 445 12321 12530
35038 795 19294 12254
35039 675 16680 2332
35040 794 17365 6563
35041 205 15476 139
35042 517 18991 8776
35043 803 7248 3565
35044 856 6073 10789
35045 56 9167 16237
35046 107 16239 11491
35047 652 9653 18525
35048 517 16200 13743
35049 68 10150 1967
35050 425 5022 17467
35051 758 15907 8193
35052 822 3127 13605
35053 254 977 14855
35054 955 2959 19131
35055 56 17137 11790
35056 554 8832 15603
35057 881 18369 4604
35058 404 11089 11878
35059 199 13782 3435
35060 786 17714 5450
35061 869 9748 1610
35062 578 17052 4875
35063 462 14809 4348
35064 397 9500 1238
35065 839 10186 16351
35066 548 1517 17453
35067 271 14596 1103
35068 93 9532 18759
35069 503 13339 766
35070 839 6253 569
35071 723 4932 15704
35072 518 11886 17460
35073 920 19240 8408
35074 769 6267 4682
35075 57 345 11729
35076 807 994 1274
35077 696 19469 8742
35078 354 7134 12763
35079 772 19579 14032
35080 355 63 16023
35081 279 9139 11306
35082 226 6122 5692
35083 18 6946 14328
35084 266 13650 19413
35085 464 6308 9754
35086 702 4387 19164
35087 714 13990 18985
35088 962 7168 5159
35089 142 3398 10815
35090 379 18811 18958
35091 90 18794 12989
35092 974 14797 1152
35093 377 16662 17161
35094 763 8777 17806
35095 533 3694 18342
35096 283 4537 14160
35097 955 19782 471
35098 96 19321 8212
35099 920 6013 12158
35100 152 10067 15851
35101 218 9767 13935
35102 787 7014 1098
35103 357 6460 9912
35104 861 17644 9349
35105 683 139 19234
35106 52 9017 6274
35107 963 16592 18694
35108 665 9724 8090
35109 440 14272 13467
35110 891 9706 16155
35111 327 1276 10903
35112 822 15495 3188
35113 418 18996 18713
35114 778 3860 7369
35115 620 1516 14308
35116 719 11816 15755
35117 136 1670 15444
35118 773 7303 621
35119 910 16477 958
35120 500 5067 16661
35121 173 17402 10489
35122 751 16161 4371
35123 991 8745 10178
35124 587 1023 13647
35125 906 11060 6279
35126 520 12157 2402
35127 137 2629 15243
35128 531 3960 18154
35129 89 4181 4685
35130 464 8121 3929
35131 394 4760 7586
35132 138 2302 6691
35133 31 17840 1240
35134 624 1498 3436
35135 910 10947 19920
35136 544 9799 139
35137 645 15524 8280
35138 233 11620 1001
35139 432 6666 8328
35140 386 14543 953
35141 216 15031 14706
35142 125 12879 8738
35143 979 9272 1971
35144 407 5739 6003
35145 444 19793 11413
35146 649 5755 157
35147 866 8901 16703
35148 91 9323 12856
35149 162 18265 1839
35150 162 17242 16722
35151 523 7126 18449
35152 207 17666 9572
35153 887 15573 15381
35154 85 4110 3402
35155 657 16757 6698
35156 720 2295 18182
35157 729 11248 2797
35158 679 15778 10263
35159 998 7893 1092
35160 971 15690 5424
35161 522 589 8479
35162 110 13278 17645
35163 64 17952 4864
35164 138 9212 2321
35165 348 19529 4545
35166 879 1326 13600
35167 670 19220 18212
35168 75 7780 5824
35169 384 8375 9024
35170 666 13750 18296
35171 94 13826 7061
35172 984 10143 13419
35173 795 18178 15987
35174 770 200 9044
35175 382 2562 3193
35176 732 3960 13734
35177 356 13725 19129
35178 634 10278 6526
35179 558 4451 2812
35180 705 3232 3538
35181 861 4429 9429
35182 682 12879 8208
35183 58 17132 18208
35184 900 14748 17650
35185 649 17608 19648
35186 64 1637 16366
35187 250 15217 16139
35188 585 717 18931
35189 960 7787 5455
35190 549 5819 5904
35191 660 4766 3960
35192 130 208 4524
35193 210 11480 4921
35194 322 8821 17236
35195 737 4001 14999
35196 251 3571 18554
35197 349 4101 5338
35198 459 14668 2965
35199 105 14846 19659
35200 53 16872 11630
35201 121 13100 10034
35202 722 19468 14906
35203 143 16304 7379
35204 414 790 7111
35205 933 415 15714
35206 602 3839 9527
35207 48 17133 14872
35208 863 6664 14825
35209 805 17346 8658
35210 495 9105 12240
35211 990 13325 15275
35212 131 14216 7038
35213 729 9254 3943
35214 739 6835 3290
35215 642 19983 5644
35216 200 19820 6871
35217 609 5816 7454
35218 807 9822 16129
35219 853 17489 1179
35220 370 1345 1618
35221 458 989 14021
35222 861 3770 11826
35223 225 12305 13254
35224 723 12602 17451
35225 539 10698 14102
35226 822 17242 2016
35227 602 2069 1159
35228 513 19870 19606
35229 557 6724 8624
35230 293 6080 1554
35231 916 11808 350
35232 226 11814 16128
35233 658 4184 13398
35234 70 12989 6504
35235 165 11745 13622
35236 463 11686 19440
35237 885 4843 4250
35238 34 6680 15632
35239 983 19008 3083
35240 173 8828 10185
35241 266 17584 16905
35242 926 11025 17736
35243 988 6921 3059
35244 305 14046 239
35245 788 19626 12709
35246 202 1304 3553
35247 918 6690 274
35248 185 16212 15150
35249 619 12802 4511
35250 477 4813 16557
35251 958 11411 1789
35252 248 9691 11730
35253 153 4801 17350
35254 389 9907 17762
35255 152 16770 2021
35256 424 10711 15050
35257 393 19076 18154
35258 206 16798 19174
35259 168 19751 15617
35260 786 11344 3354
35261 622 953 17558
35262 314 13793 14333
35263 183 2816 15212
35264 340 17901 17971
35265 964 12103 2998
35266 386 17501 18496
35267 622 10723 7547
35268 217 9185 11349
35269 182 9070 11347
35270 768 6794 17199
35271 122 11979 5545
35272 900 9603 13457
35273 949 4074 2526
35274 748 2620 1900
35275 619 12075 11367
35276 773 15151 18624
35277 185 9215 6053
35278 116 8073 9042
35279 323 8057 4783
35280 717 5290 13561
35281 639 5382 16653
35282 771 17644 19755
35283 335 6958 12316
35284 432 3768 11442
35285 375 10579 9081
35286 241 13348 230
35287 401 11446 13236
35288 207 4012 16151
35289 837 18871 12330
35290 500 8546 2107
35291 488 12948 11103
35292 469 129 15847
35293 605 19474 8701
35294 12 3157 5636
35295 143 1633 6233
35296 679 12053 16784
35297 209 12468 12331
35298 190 15853 1018
35299 797 2601 13503
35300 497 18525 16987
35301 76 902 18446
35302 437 4933 14268
35303 958 15166 3594
35304 576 15531 7118
35305 220 4461 7042
35306 512 15438 19801
35307 903 3151 7001
35308 658 787 5230
35309 691 15807 2320
35310 231 11585 2892
35311 452 7139 4776
35312 104 19195 1310
35313 953 17798 16024
35314 261 6243 13773
35315 858 16314 12289
35316 796 5857 15786
35317 58 9780 5266
35318 59 17686 13106
35319 114 1230 5848
35320 708 3631 4973
35321 423 9835 2538
35322 671 9322 8883
35323 896 14942 13384
35324 170 17060 17615
35325 624 8386 17867
35326 211 7893 4344
35327 653 2673 14658
35328 733 8534 17673
35329 491 9878 16538
35330 393 8628 3695
35331 807 4692 428
35332 316 6835 3157
35333 326 15224 12255
35334 35 16951 17131
35335 974 12430 2793
35336 511 15432 9973
35337 254 8045 16857
35338 649 12935 13910
35339 125 9327 15994
35340 938 16837 6856
35341 640 9324 9203
35342 401 17352 11574
35343 168 9637 15190
35344 262 11619 12028
35345 710 13903 10353
35346 410 12070 10289
35347 611 176 11167
35348 216 5818 6209
35349 763 16964 19015
35350 120 4529 10484
35351 135 13748 19149
35352 436 7456 816
35353 115 17774 7395
35354 153 5976 19474
35355 45 17198 11224
35356 845 7822 8373
35357 926 2808 6316
35358 521 10762 1200
35359 486 1481 12813
35360 99 2837 11679
35361 891 10458 5175
35362 760 11967 18009
35363 125 12602 5958
35364 25 16026 1265
35365 957 16569 15375
35366 208 16614 2216
35367 931 5725 19191
35368 873 2602 3078
35369 806 3595 3699
35370 996 17532 5854
35371 567 15095 19851
35372 386 9957 2008
35373 513 16430 4584
35374 789 7674 9165
35375 634 12024 19734
35376 373 17149 12597
35377 556 17983 19132
35378 698 19121 5830
35379 374 1898 17942
35380 284 17177 5923
35381 939 10405 10891
35382 651 472 6174
35383 822 3095 14137
35384 505 7758 1452
35385 364 7772 6800
35386 562 19463 19244
35387 953 10603 14881
35388 145 11340 2369
35389 853 5791 11439
35390 439 6634 16198
35391 327 19214 16904
35392 922 17114 4682
35393 698 18018 4761
35394 870 8543 2970
35395 889 2030 8947
35396 685 4296 539
35397 862 14647 3010
35398 775 1280 2876
35399 236 11352 13726
35400 111 7270 19030
35401 656 17139 1351
35402 727 15488 11404
35403 669 16304 12502
35404 645 9105 9429
35405 159 6691 5662
35406 202 18893 6423
35407 855 1079 16370
35408 923 10131 5323
35409 572 6259 4881
35410 101 19813 8007
35411 597 1284 10177
35412 64 18384 17737
35413 315 13740 18496
35414 427 8864 1214
35415 151 6606 15106
35416 452 2535 6923
35417 765 14099 3851
35418 187 12178 19846
35419 195 18426 5323
35420 453 8883 19293
35421 175 8047 17100
35422 624 12018 12366
35423 437 14452 3119
35424 90 19683 19842
35425 386 14859 10423
35426 258 9553 2939
35427 536 7091 1046
35428 702 3545 12093
35429 674 2210 2268
35430 49 7464 1011
35431 957 2628 1318
35432 654 10904 18083
35433 768 19247 19634
35434 886 3683 3528
35435 818 8309 8378
35436 784 7219 9805
35437 599 4498 8225
35438 971 8897 2220
35439 136 11052 12685
35440 893 6332 11839
35441 395 10104 12592
35442 26 6455 18434
35443 843 14455 6396
35444 354 16667 15074
35445 702 14269 10276
35446 863 13726 3964
35447 870 18488 2369
35448 631 3052 5645
35449 15 9652 18902
35450 83 9705 1378
35451 150 4717 15690
35452 638 10021 3678
35453 40 16185 11572
35454 579 4971 16672
35455 259 14992 6489
35456 465 18142 2146
35457 321 8583 11452
35458 433 17579 11599
35459 375 5917 15346
35460 471 14435 15540
35461 788 15201 18122
35462 83 6440 5505
35463 473 17272 12657
35464 733 6676 6719
35465 398 14544 4862
35466 710 10356 14153
35467 472 17252 6560
35468 72 5562 1783
35469 76 9467 10309
35470 375 12901 12096
35471 80 2097 10745
35472 792 15361 17748
35473 247 4778 14407
35474 64 7168 11111
35475 323 6142 3724
35476 506 5361 3268
35477 641 4405 2867
35478 942 19476 17108
35479 143 19608 17112
35480 150 7201 14502
35481 145 4978 8389
35482 211 16739 4656
35483 766 9604 8419
35484 938 4668 1867
35485 188 14384 3955
35486 41 4753 7814
35487 229 5148 11085
35488 830 391 123
35489 240 15377 4993
35490 883 4826 9331
35491 285 17914 8969
35492 71 8445 9113
35493 212 11114 3327
35494 657 14678 9221
35495 468 17825 17657
35496 355 1831 11720
35497 22 8354 17320
35498 489 1488 11716
35499 793 5890 10783
35500 674 5027 18817
35501 640 8315 10038
35502 983 7530 1724
35503 541 18728 18665
35504 211 5300 6525
35505 367 4599 2876
35506 540 6757 5489
35507 259 5995 7072
35508 96 4983 1596
35509 739 16559 13611
35510 185 3535 12291
35511 369 12966 9392
35512 610 12667 1779
35513 478 16858 1393
35514 139 17082 14456
35515 238 2900 2095
35516 507 18159 9917
35517 65 2012 10063
35518 509 5964 5491
35519 19 8579 6453
35520 535 1735 7505
35521 915 5366 12089
35522 400 12062 7419
35523 365 7389 2608
35524 476 15153 7722
35525 579 1418 7294
35526 471 17551 11103
35527 681 14467 4210
35528 797 13637 127
35529 203 6689 7038
35530 443 12342 882
35531 601 6352 11298
35532 629 18492 19421
35533 458 899 12545
35534 235 469 4476
35535 796 3320 14989
35536 910 10835 1472
35537 26 17274 3243
35538 348 10504 8000
35539 454 4434 3395
35540 982 5817 4199
35541 375 18889 13367
35542 116 4324 5165
35543 550 3596 18807
35544 762 13696 10237
35545 95 8895 15559
35546 294 6336 7483
35547 121 2779 17022
35548 111 5218 19650
35549 992 12323 17745
35550 397 13163 1665
35551 878 5929 10655
35552 825 7009 13666
35553 689 2342 6759
35554 967 17011 3139
35555 536 17001 8857
35556 827 14835 17224
35557 869 12445 16365
35558 85 15407 15226
35559 901 2438 989
35560 706 19049 1467
35561 984 19187 7947
35562 20 6504 5298
35563 194 14845 13037
35564 228 11933 15776
35565 628 2832 12649
35566 966 12147 14086
35567 339 4934 18147
35568 933 18441 2747
35569 377 13302 2269
35570 817 17815 4940
35571 27 875 3008
35572 830 366 7715
35573 488 14033 14155
35574 51 10726 17579
35575 965 17769 5927
35576 235 15658 7527
35577 619 16042 14926
35578 82 14756 6694
35579 902 11359 17057
35580 342 6223 13300
35581 667 15482 9331
35582 534 16942 11024
35583 357 13250 17074
35584 727 17720 15437
35585 384 7475 6065
35586 908 15601 9673
35587 237 10160 7539
35588 724 17611 15331
35589 267 5076 6217
35590 160 3369 8301
35591 600 19449 7069
35592 596 3570 2620
35593 1000 13807 16439
35594 908 13707 6109
35595 892 3696 3160
35596 382 7805 16032
35597 298 19791 14040
35598 472 16402 17684
35599 396 5732 1104
35600 909 16265 19883
35601 214 15255 5495
35602 166 18410 9222
35603 535 16789 2661
35604 991 5674 13012
35605 698 19317 11939
35606 984 9469 19036
35607 86 636 1987
35608 939 936 7384
35609 112 17182 455
35610 991 5880 3123
35611 927 18456 4422
35612 423 8425 9498
35613 70 6845 6528
35614 466 5560 18746
35615 823 7464 18744
35616 610 19030 11169
35617 823 18870 5039
35618 57 16054 9989
35619 828 6587 7450
35620 805 19880 5212
35621 165 2368 7639
35622 865 17278 6818
35623 430 19913 1382
35624 845 17421 8561
35625 778 1288 1863
35626 344 10438 2996
35627 594 12617 6708
35628 137 7188 11995
35629 248 7750 41
35630 323 19935 19760
35631 761 18669 4546
35632 204 1397 2206
35633 219 6167 1641
35634 183 10153 4898
35635 598 17785 18799
35636 576 10967 3100
35637 239 5353 9488
35638 959 4126 12117
35639 25 12590 11116
35640 729 18822 9344
35641 429 17995 9633
35642 379 9629 11792
35643 615 13806 19437
35644 933 226 7014
35645 881 6385 13066
35646 335 11503 9167
35647 662 8032 4081
35648 324 11195 15663
35649 489 8052 9851
35650 389 19383 15720
35651 661 13729 9640
35652 496 8057 5071
35653 167 6664 6462
35654 992 19133 19584
35655 294 12427 1794
35656 71 7878 5657
35657 823 13880 3865
35658 133 2964 5036
35659 287 14904 296
35660 597 6986 15526
35661 36 13793 11469
35662 214 18298 9239
35663 968 6196 15142
35664 119 4310 8207
35665 612 14787 10078
35666 573 1434 14462
35667 431 5330 15869
35668 111 19905 17824
35669 682 15752 3659
35670 158 13707 9408
35671 268 1777 15915
35672 333 7402 15351
35673 836 2382 15083
35674 531 15567 16082
35675 384 10038 4343
35676 726 3854 1448
35677 453 18322 2907
35678 569 11124 16489
35679 465 15830 18322
35680 594 2512 2202
35681 276 12909 15629
35682 359 16119 14878
35683 402 7100 2584
35684 638 4838 15314
35685 451 15742 1399
35686 640 12442 18673
35687 369 19526 12112
35688 813 2752 11046
35689 263 9362 1954
35690 644 4955 18054
35691 163 4880 14244
35692 350 9540 14869
35693 976 7894 13315
35694 583 13454 13301
35695 580 258 5333
35696 113 10048 13421
35697 334 9434 12009
35698 885 8935 12162
35699 836 2412 3678
35700 335 15944 11247
35701 537 19071 12057
35702 691 7098 18755
35703 105 17287 4970
35704 26 11431 14425
35705 663 19410 11830
35706 401 13798 10044
35707 373 4527 19876
35708 198 13203 14394
35709 528 7031 111
35710 292 10736 10534
35711 761 9653 7218
35712 998 13487 9823
35713 241 9195 19109
35714 790 15635 10017
35715 22 15869 18958
35716 923 18245 16552
35717 563 15527 14079
35718 535 17956 6656
35719 110 8863 19063
35720 507 14057 19034
35721 458 3957 11984
35722 923 13001 4726
35723 319 18385 19338
35724 417 18241 965
35725 354 8181 7083
35726 440 2901 17211
35727 813 4626 13258
35728 834 8477 15345
35729 972 16050 18346
35730 598 17992 1742
35731 828 6722 14271
35732 437 14926 12522
35733 477 3411 14980
35734 654 5701 1990
35735 242 776 5453
35736 628 3667 7730
35737 60 1483 5276
35738 825 718 2981
35739 42 9121 10364
35740 148 2545 14178
35741 878 9250 9735
35742 827 10102 3
35743 243 879 1039
35744 908 15331 4190
35745 479 4259 9936
35746 163 5282 9913
35747 64 9944 7355
35748 923 11537 13108
35749 977 19220 13671
35750 671 646 10445
35751 584 17639 2024
35752 961 4671 6610
35753 418 1914 951
35754 626 15248 18622
35755 302 5660 16469
35756 603 12869 6571
35757 359 10829 11028
35758 855 12536 8297
35759 410 5645 4750
35760 127 45 17445
35761 625 14659 12156
35762 997 15135 121
35763 982 3839 3016
35764 527 18756 134
35765 478 1380 9181
35766 604 19656 9798
35767 99 1431 11632
35768 299 12214 17049
35769 529 16942 17130
35770 528 4259 12221
35771 795 2257 6060
35772 984 1877 6114
35773 344 15310 5365
35774 669 16613 4008
35775 118 2383 9059
35776 589 14083 16855
35777 795 11140 1217
35778 926 13214 11467
35779 901 14508 6208
35780 187 3531 7522
35781 100 17624 11134
35782 151 10777 12281
35783 281 18489 15250
35784 410 4311 17051
35785 489 13472 15571
35786 902 3824 19774
35787 208 1467 5692
35788 583 6166 12410
35789 810 4880 18095
35790 759 14627 17379
35791 733 2029 17930
35792 35 18614 15071
35793 326 16312 19092
35794 938 16099 5152
35795 934 1767 11240
35796 101 4352 19449
35797 370 16197 15194
35798 405 1107 17668
35799 519 7539 4718
35800 614 14977 13046
35801 825 18429 8255
35802 121 6165 4066
35803 657 5428 9405
35804 771 1511 17787
35805 678 12675 191
35806 418 8227 8045
35807 621 13631 17375
35808 515 18466 10621
35809 129 637 9307
35810 386 3455 16921
35811 443 7444 10696
35812 243 8202 4116
35813 904 2369 12910
35814 714 8417 5793
35815 258 4005 14285
35816 708 10030 13042
35817 702 2587 316
35818 337 17857 14641
35819 413 18558 17074
35820 559 791 14595
35821 565 13650 7759
35822 300 2791 5455
35823 501 1159 10497
35824 900 19185 5020
35825 152 12635 18061
35826 252 8820 16670
35827 99 15480 10947
35828 413 13031 1710
35829 57 2155 9382
35830 93 6955 10738
35831 471 19240 11486
35832 10 7268 1234
35833 431 15522 9586
35834 295 11911 4349
35835 316 17049 7600
35836 931 17733 6294
35837 918 2798 2654
35838 27 10141 12147
35839 332 13129 10149
35840 316 7646 6980
35841 427 19481 10740
35842 977 19274 4988
35843 115 9044 420
35844 994 7387 16941
35845 862 11128 19660
35846 941 18329 14193
35847 550 8608 13770
35848 912 9378 17069
35849 763 422 16633
35850 963 11755 4491
35851 954 5052 17823
35852 536 5429 9872
35853 661 15755 9601
35854 239 6211 4659
35855 975 13509 5413
35856 330 16617 5415
35857 670 19534 10845
35858 108 10780 2752
35859 395 9043 1048
35860 780 17109 8937
35861 788 1721 452
35862 495 153 12793
35863 488 19576 9329
35864 634 3134 18775
35865 45 2308 4942
35866 782 3536 2192
35867 712 3535 14265
35868 201 4796 17110
35869 390 1537 11409
35870 128 12819 9200
35871 681 19459 19129
35872 605 169 7586
35873 767 14925 315
35874 990 15680 1243
35875 187 9798 4627
35876 883 3089 472
35877 78 10769 13524
35878 620 5279 3289
35879 502 18446 18945
35880 381 11429 5444
35881 697 8215 15872
35882 556 1999 14434
35883 382 17717 6906
35884 288 19405 9491
35885 691 14892 4184
35886 944 12206 3226
35887 888 4305 3965
35888 573 4349 665
35889 726 13327 11853
35890 606 10500 177
35891 500 18656 449
35892 641 1260 3417
35893 13 9903 6928
35894 320 12036 17780
35895 420 14587 2752
35896 274 6996 9091
35897 119 3939 10435
35898 829 7543 12726
35899 749 3174 5066
35900 217 10074 1086
35901 136 13937 854
35902 673 6113 15392
35903 479 17273 5940
35904 964 179 19595
35905 446 3362 16085
35906 949 1482 5389
35907 144 8214 303
35908 997 13198 7739
35909 572 10590 13847
35910 615 17816 15058
35911 172 12257 11172
35912 106 18815 19216
35913 848 1080 1863
35914 822 13152 4465
35915 443 19582 2195
35916 502 19664 14093
35917 208 1367 17421
35918 565 4653 7548
35919 983 14999 18140
35920 16 4350 11602
35921 705 17945 6334
35922 802 9702 1076
35923 878 1547 2782
35924 327 15366 1532
35925 303 14688 13142
35926 265 1377 398
35927 394 18367 3041
35928 36 1591 12315
35929 429 6304 4636
35930 269 2999 6135
35931 239 8544 6377
35932 873 14732 10101
35933 439 18662 11341
35934 829 16588 16879
35935 967 18671 14147
35936 502 16581 5409
35937 504 7409 8331
35938 152 1408 14530
35939 196 9227 14190
35940 606 10860 19719
35941 539 16127 19157
35942 549 18520 13988
35943 885 13764 4303
35944 868 1936 11039
35945 397 10947 1023
35946 532 15849 4588
35947 407 4305 7563
35948 251 259 17122
35949 204 11050 5618
35950 93 6914 19443
35951 848 19474 19802
35952 151 16927 13698
35953 809 15733 15724
35954 579 1009 4518
35955 945 16224 8344
35956 792 17972 19180
35957 735 5695 17659
35958 798 6105 7953
35959 91 3420 6256
35960 906 19136 15033
35961 150 18591 3107
35962 455 7877 2035
35963 892 11475 11390
35964 371 6305 6473
35965 917 3447 14698
35966 396 9810 19123
35967 564 9668 12767
35968 512 10132 14083
35969 301 3430 19761
35970 321 14919 3397
35971 391 7428 19989
35972 128 2979 13673
35973 282 16041 5523
35974 260 145 10354
35975 478 18909 8250
35976 662 14754 4770
35977 241 6339 2063
35978 394 7434 6607
35979 984 3238 9292
35980 668 7082 9493
35981 936 10408 14078
35982 764 9869 17447
35983 88 12546 16207
35984 202 3066 11153
35985 743 19369 12210
35986 727 15733 7376
35987 223 469 6694
35988 399 8412 2116
35989 887 373 9940
35990 606 12665 5475
35991 44 1659 15787
35992 881 19793 11172
35993 791 1247 2503
35994 498 9105 4569
35995 667 10357 11926
35996 250 5575 13253
35997 65 12012 8550
35998 826 10889 16317
35999 753 947 2688
36000 264 8136 13463
36001 624 5584 8464
36002 653 7419 17690
36003 483 8943 10815
36004 606 2835 12182
36005 716 13909 13477
36006 91 18623 19715
36007 572 9555 19227
36008 68 4328 11193
36009 91 8564 13328
36010 499 13130 3474
36011 197 2522 7065
36012 944 16125 3703
36013 120 9087 16108
36014 337 2791 17839
36015 996 12754 7886
36016 586 490 13740
36017 700 1633 13361
36018 209 14249 2764
36019 127 3157 5925
36020 579 4217 19036
36021 977 16964 15000
36022 662 8343 13695
36023 252 12419 16984
36024 769 10573 3349
36025 146 12444 2606
36026 843 6233 9267
36027 89 14000 3796
36028 412 18843 4465
36029 618 6701 6740
36030 605 6293 1240
36031 935 1269 14183
36032 672 11382 17054
36033 584 4636 4974
36034 16 7516 142
36035 405 18892 8831
36036 944 7294 9919
36037 576 17395 2674
36038 377 13658 19099
36039 674 10404 19061
36040 924 13825 2859
36041 711 14316 18083
36042 282 19351 2647
36043 719 18684 1383
36044 622 17993 18144
36045 185 4145 2064
36046 771 889 6598
36047 731 411 18171
36048 232 5715 15059
36049 681 14078 6560
36050 433 12510 11083
36051 422 15445 12254
36052 371 19252 12550
36053 42 8431 5897
36054 577 19411 10718
36055 470 5036 5337
36056 931 10410 245
36057 441 9929 9415
36058 470 10523 12481
36059 724 1101 3662
36060 696 13685 4729
36061 525 19802 18059
36062 321 11691 17855
36063 824 2360 13284
36064 880 11717 17149
36065 74 9755 19380
36066 125 9195 9507
36067 872 12486 17248
36068 364 12429 595
36069 872 5942 11623
36070 668 14452 7218
36071 588 8999 19823
36072 22 16718 11084
36073 541 7062 1339
36074 648 6781 16513
36075 285 4632 8529
36076 18 19029 1936
36077 965 19624 2145
36078 170 10416 8393
36079 998 5346 2679
36080 212 18318 9888
36081 699 5234 6908
36082 291 140 15440
36083 304 16447 15176
36084 283 11513 6150
36085 66 229 4037
36086 592 15232 9501
36087 762 1551 4818
36088 204 12207 16153
36089 478 12287 19053
36090 838 5343 17722
36091 922 1941 9900
36092 464 12921 13409
36093 848 9660 13637
36094 939 9664 19836
36095 375 8179 4403
36096 328 3567 12338
36097 504 19424 16752
36098 515 8418 6027
36099 726 915 2423
36100 767 16785 15232
36101 901 5139 7333
36102 954 19889 16391
36103 476 10870 16945
36104 60 18446 16895
36105 429 13147 14241
36106 160 11704 10462
36107 585 8701 16917
36108 42 11812 7318
36109 447 8064 9284
36110 847 18059 14013
36111 35 14726 6771
36112 951 8297 1737
36113 649 248 1703
36114 394 12159 6925
36115 491 11403 14299
36116 201 6531 16333
36117 433 19798 5980
36118 404 16531 16125
36119 797 2351 4486
36120 285 16874 17745
36121 328 8902 3586
36122 246 4162 12054
36123 28 7577 13760
36124 883 5558 18083
36125 33 14193 19740
36126 519 18219 16766
36127 857 15727 10361
36128 509 16217 17418
36129 617 6522 12240
36130 430 8862 9539
36131 188 7927 8859
36132 960 16432 12128
36133 492 7548 11503
36134 169 10117 13955
36135 924 1574 13954
36136 167 13364 11179
36137 347 16061 7422
36138 341 19573 12457
36139 552 11670 5066
36140 57 18516 16696
36141 923 1696 2615
36142 605 16344 13133
36143 891 12791 12897
36144 736 14044 16370
36145 429 4082 10510
36146 659 6534 608
36147 597 14369 11966
36148 826 4525 11191
36149 489 14741 15033
36150 876 12549 12474
36151 802 18374 1599
36152 184 1108 630
36153 799 14693 6809
36154 486 3111 7835
36155 781 4519 13750
36156 147 10872 2306
36157 584 10622 10243
36158 643 11159 15376
36159 909 18955 4559
36160 262 12242 4274
36161 195 8648 1566
36162 626 2770 3951
36163 303 1983 13120
36164 649 6894 13997
36165 768 14393 15003
36166 273 18940 9334
36167 303 14910 15262
36168 692 19459 5322
36169 49 1439 11441
36170 583 7013 3367
36171 897 5716 15811
36172 602 7733 12366
36173 632 5726 3471
36174 747 3323 14069
36175 94 15706 15170
36176 416 972 17181
36177 787 12927 18877
36178 626 9074 14681
36179 737 8108 18059
36180 579 1805 4183
36181 153 6458 19315
36182 115 15192 17811
36183 605 15416 17180
36184 493 11644 5748
36185 930 16846 14199
36186 663 18858 6
36187 659 6413 998
36188 363 825 10185
36189 610 3157 5614
36190 114 14477 19469
36191 105 13573 15027
36192 262 12724 2460
36193 114 15757 1261
36194 109 16501 3985
36195 216 757 14554
36196 893 11516 11395
36197 536 5563 16162
36198 737 8400 12036
36199 463 3934 4697
36200 389 2073 86
36201 724 7167 16403
36202 325 17546 6669
36203 998 17792 14616
36204 676 15216 17878
36205 121 19926 8896
36206 497 11371 12674
36207 708 19423 14534
36208 528 16961 718
36209 314 14224 17970
36210 138 15256 13344
36211 597 11134 18884
36212 179 13163 14747
36213 323 8145 6457
36214 719 12656 2386
36215 593 15333 16763
36216 498 3196 16100
36217 888 2771 1824
36218 221 5144 1981
36219 454 15904 17510
36220 964 8466 3590
36221 640 4070 17780
36222 286 9671 14835
